"","GSM1679409","GSM1679410","GSM1679411","GSM1679412","GSM1679413","GSM1679414"
"ATP2B1-AS1",7.512975083,7.285488196,6.682601936,8.390557003,8.298908724,7.966839871
"ATP2B2",3.99958112883333,3.8791408615,3.84597620616667,3.8343971195,3.88221067983333,3.81803621133333
"ATP2B3",4.20904989833333,4.09664630566667,4.152846156,4.04923398833333,4.12765751666667,4.231898663
"ATP2B4",6.157827113,6.12167702833333,6.445248098,6.31492768033333,6.639855496,6.29402573233333
"ATP2C1",6.986278989,7.14607842525,6.9647363695,6.2997909905,6.387667795,6.339631911
"ATP2C2",6.19941964,6.232905454,5.84286412133333,6.82048281033333,6.808409919,7.082546273
"ATP2C2-AS1",5.298382972,5.39840354,5.211237396,5.46243617,5.265580836,5.225046979
"ATP4A",4.784333523,4.830637985,4.873439169,4.99676573,4.931206105,5.131076463
"ATP4B",4.77806198433333,4.69848045233333,4.635733384,4.68128160533333,4.66805689833333,4.768727416
"ATP5F1A",8.5197840255,8.5381553705,8.3948904655,8.1003829255,8.264357503,8.380929038
"ATP5F1B",11.79327719,11.9320678,11.72723255,11.52776532,11.55286673,11.64292127
"ATP5F1C",10.9305701985,10.95405550375,10.9594577395,10.622389975,10.618311784,10.65442842775
"ATP5F1D",9.0370494125,8.9195417985,8.8679189255,8.881067569,8.6125238185,8.909768662
"ATP5F1E",9.0481441035,9.179478946,9.1358422595,9.3523289745,9.291214894,9.2258322195
"ATP5IF1",8.85237534966667,8.63815043966667,8.69012695666667,9.014821903,8.925452332,8.88921245266667
"ATP5MC1",9.977510016,9.845304532,10.05523681,9.421930795,9.234963238,9.408504555
"ATP5MC2",8.055412483,8.1139611735,8.0998765135,8.0208799835,8.3926273925,8.4127910325
"ATP5MC3",9.721928476,9.59781597033333,9.44961508333333,9.31880321033333,9.21095633366667,9.453348654
"ATP5ME",10.80919043,10.721471085,10.58834594,10.72021096,10.24537205,10.540644445
"ATP5MF",9.0949444905,8.9843845525,9.385937809,9.098318257,8.968576409,8.990060371
"ATP5MG",11.81285842025,11.6705936075,11.68985791225,11.75938473175,11.7495136525,11.81098331325
"ATP5MJ",11.330860965,11.202488215,11.105440235,10.9456876295,10.6425049125,10.7057158475
"ATP5MK",12.57501516,12.52255678,12.64918947,12.19472138,12.0550273,12.1097981
"ATP5PB",8.7990210825,8.885409289,8.660077387,8.760755799,8.9961015655,8.8502711625
"ATP5PD",9.051413505,8.9858488675,9.0157745215,8.9072444245,8.8238678165,8.8627974395
"ATP5PF",10.86361717,10.80041545,10.72945834,10.7628642,10.6351036,10.86192832
"ATP5PO",8.65701397666667,8.610244115,8.521351254,8.42180202866667,8.326231667,8.36188338833333
"ATP6",10.089830519,10.235355969,10.0884069195,10.5932158135,10.410666038,10.5713969285
"ATP6AP1",11.07284811,11.13077006,10.94663543,11.43801414,11.51268096,11.72094552
"ATP6AP1-DT",9.452285182,9.272090182,9.119281289,9.84532301,9.60956075,9.604185297
"ATP6AP1L",3.8882078175,4.075003963,4.028200691,3.9734356135,3.9003679745,3.8195972385
"ATP6AP2",7.682472351,7.89895640933333,7.80097579533333,7.82923456,7.821764132,7.87551469433333
"ATP6V0A1",6.12418053,6.1235059035,6.0863696365,6.161179367,6.1845460665,6.1788189605
"ATP6V0A2",5.4377322805,5.38907492616667,5.37879991666667,5.11535182183333,5.36162300733333,5.205366881
"ATP6V0A4",5.345827817,5.651295617,5.211226669,5.708462476,5.741443807,5.641919646
"ATP6V0B",10.64922595,10.418481,10.23397873,10.66444364,10.76810668,10.94290013
"ATP6V0C",10.2580149975,10.1349411,10.1826600945,10.4241714045,10.4624165975,10.3502620005
"ATP6V0D1",10.55655156,10.3392063,10.22004466,10.51710665,10.54734921,10.62262278
"ATP6V0D1-DT",4.466085472,4.569668251,4.690354935,4.614460691,4.406470065,4.351300124
"ATP6V0D2",5.53632655233333,5.51692376933333,5.947986661,4.73115143566667,4.87869564233333,4.86920133833333
"ATP6V0E1",9.37343152785714,9.21799911271429,9.31851335485714,9.59860393357143,9.48125269457143,9.52292140542857
"ATP6V0E2",7.541352701,7.533332629,7.23681245,7.340517619,7.088873186,7.252342736
"ATP6V0E2-AS1",4.316255182,4.504945528,4.43934738,4.37682042,4.30007982,4.22986167
"ATP6V1A",7.6165564995,7.848364264,7.4881927065,7.5713026715,7.7117391375,7.67619678
"ATP6V1B1",5.1393051125,5.1523564805,5.1229834695,4.7785190755,4.846127486,4.7033947955
"ATP6V1B2",7.85769288,7.946458551,7.988819591,7.773422171,7.810660678,7.857375483
"ATP6V1C1",7.7487883895,7.98933015725,7.8668059685,7.750764929,7.88758927475,7.88562639475
"ATP6V1C2",5.5948312105,5.530006022,5.2562960505,5.249600292,5.153050179,5.422649392
"ATP6V1D",7.088526871,7.1059748565,7.1969480525,7.3252508825,7.2934692375,7.30742280675
"ATP6V1E1",9.679843831,9.654045877,9.761559335,10.0370597,9.995608444,10.09591248
"ATP6V1E2",5.557381867,5.719184624,5.4513374865,5.1503172405,5.310358609,5.105711411
"ATP6V1F",10.39475472,10.26957263,10.32978324,10.3290248,10.10042242,10.27587969
"ATP6V1FNB",5.158829589,4.85683336,4.889119486,4.318271583,5.218789168,4.555019897
"ATP6V1G1",9.7340912435,9.859787963,9.7273497935,10.1215723375,10.191233935,10.22558339
"ATP6V1G2",3.817044169,3.707793235,3.898218964,4.109919208,4.056472626,4.099083457
"ATP6V1G3",3.361407542,3.492750383,3.486570785,3.228173839,3.072755879,3.794754174
"ATP6V1H",5.76967421966667,5.89560938,5.910865234,6.04062124366667,6.089430195,5.961185018
"ATP7A",5.3638566625,5.653295926,5.3253440785,6.5359433115,6.7525295415,6.8780916685
"ATP7B",6.901282253,6.891901539,6.820905441,5.984645057,6.324724491,6.609361779
"ATP8A1",3.80258039133333,3.81227379866667,3.73439159066667,4.86944447166667,5.11928373933333,5.145926085
"ATP8A2",5.523399065,5.344353136,5.60939853066667,4.55366690533333,4.463104863,4.34217837166667
"ATP8B1",7.585562354,7.58824787,7.930157067,8.4639863875,8.5240812905,8.3802231525
"ATP8B1-AS1",3.9694062015,4.0565328495,4.0129084035,3.8821440155,3.8445986765,3.7104521555
"ATP8B2",7.5685854305,7.628822253,7.1888201615,7.5390881325,7.6690542935,7.6387894135
"ATP8B3",3.80471246633333,3.81779318866667,4.036332214,4.02256862066667,3.80018797366667,3.784774326
"ATP8B4",2.59962535,2.389250875,2.604695064,2.630615556,2.865339303,2.657823096
"ATP8B5P",2.728007947,2.730130203,2.783126365,2.6352067,2.45968048,2.681607323
"ATP9A",8.1251512495,8.3131137135,8.427652342,8.5625369365,8.691670994,8.608125669
"ATP9B",5.40572719283333,5.44656833433333,5.4865689155,5.5860450215,5.51176089533333,5.59081885533333
"ATPAF1",7.692978392,7.657737849,7.4877966245,7.5801928875,7.718900222,7.8712546115
"ATPAF2",5.7984855245,5.7129423985,5.744839239,5.7384863765,5.729492041,5.896753726
"ATPSCKMT",5.8914092315,5.8030663815,5.7691713125,6.0349402795,5.970494437,5.887846556
"ATR",6.192882231,6.38684349266667,6.39394648033333,5.92447533433333,5.97663948366667,5.966505234
"ATRAID",11.66346901,11.69669463,11.51560113,11.52103175,11.45498284,11.65747177
"ATRIP",6.138862558,5.856690421,5.802683852,5.754788783,5.686371875,5.321396298
"ATRN",6.5175521825,6.754410216,6.412359058,6.0522801735,6.177209208,6.0314361715
"ATRNL1",6.31359145366667,6.350435614,6.56885885433333,6.99273007866667,7.36831080166667,7.27645609033333
"ATRX",7.0780436185,7.083462135,6.99608163175,6.78450439875,6.8067786175,6.72766533975
"ATXN1",6.46194474125,6.3903306805,6.3043677565,4.2651465805,5.06929125975,4.1492536745
"ATXN1-AS1",5.9153564765,5.6725233295,5.92286982,4.828020824,5.122092821,4.498634612
"ATXN10",8.1368106645,7.9422352275,8.048541735,8.1976400255,8.3577727145,8.3896067095
"ATXN1L",8.779242727,9.0055340405,8.838532719,8.9998530795,9.1303574855,8.6931839755
"ATXN2",7.221513177,7.219095577,7.379649286,7.325804442,7.310099808,7.159110558
"ATXN2L",5.558133802,5.55898758,5.663394105,5.724696885,5.625817495,5.4475163155
"ATXN3",5.09297629028571,5.09810579071429,5.24816319528571,4.96338136671429,4.96904554828571,4.93233045428571
"ATXN3L",2.663444117,2.55681855,2.508434378,2.4421158025,2.4818906055,2.669125822
"ATXN7",6.982269171,6.999225322,6.96207561733333,7.48327827666667,7.62176960233333,7.478397277
"ATXN7L1",5.1610872995,4.9592527515,5.0521751735,5.137993207,4.9216894635,4.93611246125
"ATXN7L2",4.891629235,5.148432929,5.243767853,4.592834449,4.713017919,4.63325228
"ATXN7L3",7.429444622,7.386696716,7.277478781,7.394451744,7.486555568,7.1037015
"ATXN7L3-AS1",6.436313675,6.454559938,6.302233513,7.672174974,7.538418653,7.508091845
"ATXN7L3B",9.0269165025,8.9820746325,8.7970940495,8.891024547,8.8669869055,8.722764743
"ATXN8OS",4.645197445,4.5072254445,4.586213805,4.4748663855,4.4001378835,4.6584690235
"AUH",8.347286904,8.501855036,7.936404676,8.665072676,8.721027417,9.005792116
"AUNIP",7.024249322,7.1514125125,6.99616437,6.1316838305,6.162349693,6.1392343715
"AUP1",9.743405513,9.760851489,9.775664587,9.548670653,9.425925191,9.500033654
"AURKA",8.65138391466667,8.57159845066667,8.80493190666667,7.398161914,7.34645317,7.34054120866667
"AURKAIP1",7.71518032333333,7.5672093285,7.55238658733333,7.50233977116667,7.31116767666667,7.49296967616667
"AURKB",6.143354225,6.251022993,6.148924483,5.466054655,4.930312639,5.455476481
"AURKC",4.168031593,4.339460804,4.521953766,4.25479718,4.348998376,4.569121737
"AUTS2",4.94549285133333,5.00593494266667,4.79664128733333,4.60633103133333,4.71056190033333,5.064350934
"AVEN",7.890178404,7.942746713,7.895921871,6.705607898,6.700987716,6.691945739
"AVIL",4.6943963602,4.6863303218,4.7529197246,5.7530010382,6.7313720618,5.772161709
"AVL9",6.1405166686,5.9905139648,6.0170819784,6.2634644864,6.1969863616,6.1631896068
"AVP",4.89770916,5.0336568,4.825467857,4.84871611,4.850888523,4.80433556
"AVPI1",8.555225645,8.502840894,8.219186618,8.738823414,8.706908536,8.895508883
"AVPR1A",3.70323592866667,3.72787126,3.791046878,3.70424174833333,3.90615028966667,3.78689418333333
"AVPR1B",6.433801386,6.432252852,6.359890361,6.91240874,6.64338926,6.964761184
"AVPR2",4.7086964235,4.8192588195,4.640653864,4.772233672,4.5104237725,4.822416427
"AWAT1",4.142041216,3.953989541,4.152186585,3.921488907,4.073258943,4.206364558
"AXDND1",2.728007947,2.740535111,2.615100319,2.798572232,2.621283854,2.570306751
"AXIN1",7.457101823,7.53906155,7.402991951,7.154477378,7.24225841,7.169789459
"AXIN2",5.75654207975,5.698714043,5.7608080075,6.71579859125,6.8007350435,6.84386248025
"AXL",4.8264467115,4.9794984705,5.0850487305,4.4193123825,4.337763774,4.4393826065
"AZGP1",6.1701723425,6.7277787455,7.0852262365,10.1311743615,9.8766096985,9.623199348
"AZGP1P1",5.344197532,5.373601278,5.290324552,6.701479529,6.029004064,6.669978076
"AZI2",5.75000710833333,5.612757525,5.61210247066667,5.6755327405,5.6395553205,5.61438856766667
"AZIN1",10.0035005795,10.136225245,10.29693804,10.32879642,10.157118528,10.177529743
"AZIN2",5.5792757005,5.4552017575,5.6073750405,5.4092295105,5.2352335265,5.4490769725
"AZU1",4.345188771,3.919537097,4.088087546,4.496534041,4.4449755,4.784988466
"B2M",9.94976999233333,9.861709763,9.93173920366667,9.36953383933333,9.365660769,9.194136424
"B3GALNT1",7.03007261133333,6.95046394933333,7.01263087033333,5.78233226033333,5.98813528333333,5.66823568
"B3GALNT2",4.8116258205,4.62475742875,4.97634351425,4.5305829725,4.7447474465,4.67775987325
"B3GALT1",2.8987242815,3.1509448145,3.193248066,3.104123385,3.2836523495,3.3618221995
"B3GALT4",5.4400666285,5.737579896,5.531070811,5.908754522,5.837792658,5.5066968275
"B3GALT5",4.553511565,4.40094359733333,4.464782307,4.58202793,4.559662549,4.69524969266667
"B3GALT5-AS1",4.2233131035,4.133236827,4.208362996,4.1112525655,4.3588301015,4.1641699255
"B3GALT6",7.6093250285,7.6197575375,7.4474857425,7.7439371385,7.717743285,7.9520566715
"B3GAT1",4.493076693,4.51516525,4.304932285,4.265194391,4.552570763,4.463651572
"B3GAT1-DT",5.4093482035,5.501541897,5.4052371975,5.532513414,5.4437297245,5.504949531
"B3GAT2",3.7730990005,3.738664402,3.74764723,3.8479977925,3.6540553435,3.669358688
"B3GAT3",7.06976607,6.9807927405,7.101709388,6.9391840035,6.4986450085,6.7352053845
"B3GLCT",4.5779669055,4.455632068,4.522473058,4.262339851,4.76507871,4.458724316
"B3GNT2",5.91337121133333,6.12344412333333,5.89459908666667,5.977988531,6.174295729,6.08060557633333
"B3GNT3",6.554507232,6.75726086,6.727462378,6.74986735,6.738200512,6.616852051
"B3GNT4",5.782075718,5.949527512,6.114897565,5.671155181,5.822782809,5.98696117
"B3GNT5",3.96889472933333,4.15666289233333,4.14814584466667,3.67200280366667,3.789401583,3.776208929
"B3GNT6",5.4997449975,5.448349683,5.501369025,5.421582913,5.368389742,5.471549681
"B3GNT7",4.0452074705,4.08603243875,4.0700197495,4.1539281635,4.06593665675,4.30222112875
"B3GNT8",5.097254911,5.232929025,4.716841877,4.780381963,4.928128139,4.535177139
"B3GNT9",6.137628598,6.137478256,6.038198253,5.670638654,5.728259459,5.685659584
"B3GNTL1",5.949302859,5.836419755,5.9464436085,6.0425369365,6.0703335045,6.095498625
"B4GALNT1",5.632136576,5.5657462965,5.294746231,5.1117771975,5.0047060675,4.976180716
"B4GALNT2",3.55922179,3.833247353,3.753191944,3.468450241,3.753191944,3.784651598
"B4GALNT3",4.835181088,4.94263972033333,4.91346516033333,4.88736779633333,4.84471069433333,4.844433657
"B4GALNT4",4.7251908425,4.5581135335,4.3995459815,4.5280590865,4.3543539525,4.624030584
"B4GALT1",5.4139915895,5.32911216966667,5.42932284566667,5.88395253383333,5.74807247333333,5.947902917
"B4GALT2",7.078660483,7.090770505,6.643070664,6.457421334,6.437015063,6.351338485
"B4GALT3",6.342888884,6.2678544385,6.0636604455,6.100004341,6.050521795,6.1087503435
"B4GALT4",7.6999606175,7.7120089975,7.7369695225,8.106560505,8.064669025,8.0993334685
"B4GALT5",8.631413953,8.667397891,8.859303715,7.6594592215,7.835056746,7.842619945
"B4GALT6",4.4932186465,4.6754595705,4.2966625815,4.1997493675,4.31676619225,4.28223392475
"B4GALT7",6.705319196,6.5301880575,6.6685429495,6.7366292245,6.7714245865,6.6503374495
"B4GAT1",7.784390935,7.717976972,7.503691536,7.049441977,6.898662445,6.76866401
"B4GAT1-DT",4.968849682,4.903442772,4.858224354,4.958737823,4.999114566,4.98337583
"B9D1",6.760845628,6.77449281866667,6.514192792,6.63703961033333,6.376685621,6.73943093033333
"B9D2",6.928599192,6.881752243,6.891617327,6.996680757,6.917573177,6.788252524
"BAALC",3.5426011355,3.4398787275,3.44830592,3.525538946,3.406238096,3.3731615115
"BAALC-AS2",5.441973076,5.122766401,5.178196089,5.229840742,4.95093074,5.224638999
"BAAT",5.607566154,5.557209051,5.298596097,5.638000579,5.685029938,5.425137198
"BABAM1",8.935698579,8.91261858,8.848494062,8.477703274,8.579109126,8.611491508
"BABAM2",8.356465527,8.38004790333333,8.267816781,8.26619167233333,8.24280700633333,8.39757863166667
"BABAM2-AS1",5.358260154,4.682255874,4.674131306,7.254545825,6.983171963,7.290933651
"BACE1",6.72188103675,6.7961929075,6.45913466925,6.44246886125,6.5144894285,6.5335549375
"BACE2",7.13364727266667,7.393671526,7.56159651266667,5.81301625533333,6.4658476,6.00061833033333
"BACH1",4.1330770988,4.0555811396,4.1319115164,3.995074666,4.1520870164,4.0887009488
"BACH2",3.693108034,3.7814228685,4.073752053,3.508536445,3.4055406985,3.347891405
"BAD",7.04862953,7.03012043833333,6.725758812,7.27025396266667,7.24754899166667,7.15674496433333
"BAG1",9.62458885633333,9.71972051733333,9.58270945666666,10.929645257,10.7425182903333,11.2080650576667
"BAG2",4.92205074366667,4.88677384133333,4.83503033333333,4.36222053633333,4.62088223966667,4.509003002
"BAG3",10.81995228,11.07690773,11.10354872,11.26202613,11.02821292,10.9966851
"BAG4",5.79040813333333,5.878877559,5.71514770266667,5.77553920033333,5.43043656066667,5.451151467
"BAG5",8.634938561,8.639758646,8.81944417033333,8.92373489733333,9.10703217,8.92304483466667
"BAG6",9.02192112675,9.0548791905,9.1276321165,9.16546136275,9.18636388225,9.02883982925
"BAGE",2.844091173,2.69754922,3.1246217745,2.7548536045,2.789083293,2.6610988265
"BAGE2",5.2679807585,5.0816578315,4.859451842,4.6889109725,4.7798401495,4.571094414
"BAHCC1",5.479387492,5.3930345104,5.4443292668,5.3993698002,5.3768142178,5.4583091696
"BAHD1",7.243029386,7.221538687,7.269955863,7.169611751,7.352385886,7.180182414
"BAIAP2",5.83713834575,5.777847839,5.85417322525,6.1012398235,5.779218287,5.9841615285
"BAIAP2-DT",6.0168327468,5.962037399,5.881968979,5.9242915326,6.0004955806,5.9680893878
"BAIAP2L1",6.70306932275,6.81759247225,6.96102083,6.67011194075,6.6673995265,6.5995683775
"BAIAP2L2",4.594791859,4.7401009,4.5351156855,4.6284436095,4.440576903,4.717239844
"BAIAP3",6.8501714615,6.847127107,7.0598223685,7.219754987,7.071579654,7.4090657365
"BAK1",7.111667943,7.120395716,7.039877182,6.698962512,6.750402441,6.641123726
"BALR6",3.04957454,3.191495298,3.261082887,2.874647932,3.145380015,3.263401639
"BAMBI",7.404405787,7.5268911,7.072030242,9.695669734,9.777199988,9.690060944
"BANCR",4.999151981,4.727632587,4.455033028,4.647024755,4.510771478,4.623086354
"BANF1",9.864432781,9.791086125,9.863082411,9.827205743,9.648880358,9.703810678
"BANF2",3.415097082,3.290956624,3.341774211,3.510107859,3.499424817,3.794754174
"BANK1",3.39406291133333,3.477236044,3.557371661,3.23750611133333,3.258742041,3.173312709
"BANP",8.11605723066667,8.03642859066667,7.792276354,8.451326503,8.88334379966667,8.720994409
"BAP1",6.1833777045,6.15264341,6.127273398,6.2256711605,6.335384415,6.146500148
"BARD1",7.67931250633333,7.793018672,7.679006821,7.39797048533333,7.276348302,7.31567612666667
"BARHL1",5.816085962,5.932573319,6.008107624,5.88612788,5.957288168,6.16925056
"BARX1",4.351391665,4.158166199,4.380993754,4.447271307,4.311202104,4.381229324
"BARX1-DT",4.89633145,4.836138275,4.841518842,4.702498758,4.747611882,4.690284287
"BARX2",5.479177181,5.215636721,5.24764436,5.380524487,5.371872708,5.324249786
"BASP1",7.766191213,7.668299986,8.161721117,8.2519645895,8.2694849135,7.784622037
"BASP1-AS1",3.000518951,3.136937635,3.032132303,3.062117791,3.253425773,3.319014055
"BATF",9.789673832,9.931964135,10.42451418,11.68473177,11.58137771,11.80576842
"BATF2",5.244707545,5.329993268,5.440964621,4.616269716,5.012480069,4.704162437
"BATF3",5.444956705,5.297903208,5.482313031,5.48030152,5.286432396,5.591829288
"BAX",6.8648117585,6.761589487,6.666772574,6.1209509145,6.12353038,5.735740559
"BAZ1A",9.030855809,9.2832565225,9.1722164185,8.4221559885,8.416032038,8.2091207615
"BAZ1B",5.60690403975,5.47982703875,5.6209527565,5.356249457,5.41971750425,5.25915409925
"BAZ2A",6.21697040675,6.1176570225,6.154800488,6.2349570075,6.28323556475,6.11015376825
"BAZ2B",8.289621085,8.531663947,8.378927515,8.716073427,8.857225319,8.863049545
"BAZ2B-AS1",6.442032474,6.308409637,5.692599404,6.767128061,6.528309799,6.473151324
"BBC3",6.911197032,6.781295698,6.527510486,6.639999054,6.50345615,6.419510217
"BBIP1",5.535451446,5.49718047957143,5.51477140114286,5.79390590171429,5.70705991585714,5.58317979885714
"BBLN",7.46382820675,7.45783819875,7.35998240275,7.15284411225,6.945342659,7.15703022175
"BBOF1",6.2098752465,6.2583158345,6.030629044,7.032560323,7.1406594645,7.2108984475
"BBOX1",3.167224246,2.967007716,3.016016469,2.79227204,2.610873353,2.781503874
"BBOX1-AS1",5.876047433,5.860424217,5.813508321,4.32630396,4.391668938,4.243047554
"BBS1",6.079767368,6.19608721766667,6.120237909,6.35286095966667,6.469241632,6.50474716666667
"BBS10",6.186315035,6.521528836,6.27311581,6.238297379,6.195832609,5.66361007
"BBS12",4.961198613,5.668567022,5.511502635,4.129939626,3.939147899,4.495970217
"BBS2",7.21389564,7.237672494,7.02037927,6.844505521,6.861674438,6.801637657
"BBS4",6.9171765955,6.783426847,6.704742362,7.1853312825,7.1992009815,7.094594044
"BBS5",4.033497006,4.227162001,4.150152549,4.120824912,4.058846972,4.11948574
"BBS7",4.8689635955,4.9158291065,4.8176154175,4.304938468,4.214754829,4.1919008145
"BBS9",4.2493973026,4.3380386802,4.1546381774,3.7838632112,3.9927808956,3.7871878418
"BBX",7.16396925071429,7.09785422614286,6.90420052828571,6.92342448914286,6.81919246842857,6.97186792285714
