"","GSM1679409","GSM1679410","GSM1679411","GSM1679412","GSM1679413","GSM1679414"
"ARHGAP26-AS1",4.600847642,4.358978492,4.497337382,4.140906238,4.561708686,4.571592883
"ARHGAP27",4.968613636,5.0539457678,4.9616703246,4.9915888248,4.947234894,5.0337942136
"ARHGAP27P1",5.118678378,5.317775518,5.2005430295,5.264560714,5.106790778,5.26098641
"ARHGAP28",2.98044235166667,2.96500505566667,3.045547269,3.127964968,3.22257292133333,3.191778719
"ARHGAP29",4.04932789625,4.09171879675,3.899888098,3.99389880025,4.18375808325,3.9256925155
"ARHGAP30",5.2623708835,5.2904700595,5.213287426,5.59513059,5.4234234985,5.508039793
"ARHGAP31",4.184717385,4.1539092645,4.1567086235,4.233743171,4.123018394,4.2313312245
"ARHGAP32",6.21006441875,6.47577754075,6.46672405,7.52401867675,8.11838246525,7.58010045125
"ARHGAP33",5.48227162466667,5.46387589833333,5.45275224166667,5.54894713933333,5.46492866966667,5.44681888666667
"ARHGAP35",6.1938678008,6.324142866,6.1233090172,6.3629596052,6.5811107456,6.4658495718
"ARHGAP36",9.69713222,9.593926223,9.486925867,3.450351284,3.839038945,3.745941874
"ARHGAP39",6.210986725,6.304639893,6.32822441,6.766979593,6.823386722,6.736677133
"ARHGAP4",6.873781984,6.997543388,7.073279304,7.038492712,6.961542481,7.08114572
"ARHGAP42",3.344986026,3.008976407,3.32100571366667,3.04176199266667,3.182867129,3.35034144166667
"ARHGAP44",5.3572845635,5.4985323505,5.3472375835,5.3813112625,5.39827405,5.347278708
"ARHGAP45",5.7525404235,5.548805107,5.5570751445,5.7850107075,5.7191425535,5.923884676
"ARHGAP5",4.9015847288,5.1020213574,4.981184018,5.0426318346,5.3650004142,5.3884598426
"ARHGAP5-AS1",5.494159069,5.737025041,5.568226156,5.762946599,5.729226119,5.71072664
"ARHGAP6",2.8386139755,2.9124680445,2.907014786,3.031065433,2.8709756085,3.041830572
"ARHGAP8",6.8143852655,6.5807435015,6.8771064385,7.4679250955,7.3103871355,7.375866223
"ARHGAP9",3.79076838033333,3.99467556633333,3.887336939,4.06036457166667,3.83186962333333,3.85650238833333
"ARHGDIA",7.31550200875,7.35830977525,7.223057293,7.383054692,7.42232904125,7.24176982775
"ARHGDIB",5.49464706,5.715462432,5.82702180133333,5.387167786,5.58749226733333,5.53860117466667
"ARHGDIG",5.6410040615,5.402335361,5.543523333,5.5047761495,5.4134427885,5.493703727
"ARHGEF1",6.578669134,6.4967501675,6.574794028,7.065620865,6.96766143,6.837349726
"ARHGEF10",5.73803219125,5.765295362,5.78246445425,5.45491167175,5.55813838525,5.52294284875
"ARHGEF10L",5.2350294,5.451991196,5.5666610675,6.00737913,5.7678677495,5.8049977965
"ARHGEF11",5.36437852566667,5.03547771233333,5.15578979266667,5.06579915433333,5.262568664,5.390953369
"ARHGEF12",4.2973991627,4.3135604445,4.2659207327,4.3972971494,4.4812201328,4.3544343157
"ARHGEF15",5.4640825095,5.479291453,5.592580103,5.736035509,5.6795688,5.603205775
"ARHGEF16",6.846800294,6.888644231,6.9518638,6.971380492,7.091001308,7.091001308
"ARHGEF17",7.026358365,7.105075225,6.989887979,7.255470159,7.036719613,7.071101362
"ARHGEF18",8.190806236,8.447862877,8.295604908,7.36809084,7.379086755,7.378623348
"ARHGEF19",6.890361756,7.116860454,6.487928682,6.417730051,6.236535251,6.167917844
"ARHGEF2",6.151284491,6.04393305575,5.8980302165,5.9383821065,5.96718751975,5.7702249
"ARHGEF25",5.550133034,5.593941883,5.252985789,5.206386491,5.312227138,5.146134273
"ARHGEF26",5.42976376933333,5.36946049733333,5.576180917,6.959891141,7.02548998666667,7.528329326
"ARHGEF26-AS1",2.365508939,2.414621844,2.463625508,2.888406621,3.019454987,2.783845537
"ARHGEF28",5.0574689845,5.12262670216667,5.20003275116667,5.25673196516667,5.37298736983333,5.1809878085
"ARHGEF3",6.883701359,6.973379942,7.027082662,6.626327337,6.646299344,6.345327991
"ARHGEF33",2.516731162,2.435564552,2.567929046,2.658186464,2.653822777,2.732124915
"ARHGEF37",5.4354834955,5.477710621,5.344625656,6.6353848135,6.500692193,6.717128751
"ARHGEF38",3.782068558,3.998342193,4.008132368,4.084690123,4.132739355,4.190554607
"ARHGEF39",5.03302407033333,4.69093523266667,4.87302750166667,4.65330311666667,4.61478298166667,4.640354176
"ARHGEF4",4.68498075033333,4.73120506633333,4.83198316866667,4.569388007,4.164935202,4.27708435733333
"ARHGEF40",4.71770545483333,4.82708150633333,4.71066523966667,4.77987938666667,4.764473389,4.7839520605
"ARHGEF5",7.445928943,7.394566965,7.3675596135,7.375958988,7.371725124,7.022302888
"ARHGEF6",6.240279541,6.233981202,6.029000307,6.330313666,6.371553324,6.377570444
"ARHGEF7",4.820206564,4.72320594533333,4.94395521888889,4.98584808244444,4.94109643355556,4.788943626
"ARHGEF7-AS2",2.25944595,2.679521834,2.47292517,2.471416042,2.439176033,2.485884249
"ARHGEF7-IT1",3.397001317,3.503972611,3.677959776,3.367080901,3.602936442,3.713880158
"ARHGEF9",6.436585206,6.580212801,6.362040752,6.2215507075,6.443433235,6.203115726
"ARID1A",6.88898697675,7.0262349335,6.9115605635,6.80639780275,6.7861004,6.68331805025
"ARID1B",6.43805174657143,6.48802329228571,6.55328451014286,6.30934502,6.23535467928571,6.32064549914286
"ARID2",7.05812123333333,6.803641663,6.977839563,7.198102825,7.03223274966667,6.71592409566667
"ARID3A",7.0423174445,7.1894278295,7.0660526985,6.7734338125,6.83282266,6.200061784
"ARID3B",6.525646327,6.619980369,6.562442864,6.371922124,6.508773214,6.419997459
"ARID4A",6.5243093775,6.534109183,6.544567035,6.9560856415,6.921580457,6.7307965965
"ARID4B",5.45490001075,5.432074776,5.4487191015,5.6115839085,5.4680597035,5.42639142725
"ARID5A",6.586960083,6.504921617,6.300666264,6.31621127,6.527153328,6.394038078
"ARID5B",4.7766371844,4.8159998328,4.8515319444,4.9715919756,4.8451795268,4.8636670004
"ARIH1",6.88285564216667,6.74901774133333,6.93850283283333,7.689030826,7.58930259616667,7.47975136833333
"ARIH2",6.604962389,6.5211287982,6.529042965,6.8710598012,6.7531713552,6.77871354
"ARIH2OS",4.911165742,4.446309089,4.386348831,5.357536475,5.126079211,5.151907536
"ARL1",8.68733585733333,8.89925691933333,9.025847409,9.89716835166667,9.965816142,9.767301163
"ARL10",3.955094952,3.9438620462,4.0941019152,3.9644313446,4.0606465174,4.0875641134
"ARL11",2.667074513,2.8719372505,2.8109557065,2.6894639175,2.7609610575,2.6472672095
"ARL13B",6.300976523,6.287298603,6.31340189,6.110997566,6.462046411,6.326709057
"ARL14",5.514480814,5.67709332,5.426688113,3.853070798,3.958201269,3.677490208
"ARL14EP",6.678681536,6.861230218,6.899941685,6.351893718,6.420502989,6.56163652
"ARL15",6.1884634465,6.3099672025,6.1528648415,5.5009592595,5.3316989805,5.248759263
"ARL16",7.241350711,7.176467721,7.110431323,7.508225675,7.512883049,7.527920775
"ARL17A",4.31288845233333,4.3999053225,4.30944585116667,4.44963455766667,4.41919965033333,4.53196483416667
"ARL2",8.277390245,8.219300389,7.612831613,7.351385257,7.177914625,7.23329706
"ARL2BP",5.335839877,5.312727277,5.3672787475,5.3364678375,5.2964638825,5.478742683
"ARL3",7.999034476,7.8844983775,7.936086458,7.667763978,7.674439994,7.7728684205
"ARL4A",9.963916965,9.771871648,10.25590337,8.99477771,9.663444155,9.153525099
"ARL4C",5.49780879875,5.592827382,5.29745771775,4.81307653625,5.03262811475,4.81140365675
"ARL4D",4.210558188,4.413331799,4.193854078,4.094695548,4.265689626,4.27806763
"ARL5A",7.86399468433333,7.952710381,7.77197281466667,7.53479637033333,7.630804208,7.64135717833333
"ARL5B",8.03950232,7.9215113625,8.095317991,8.3107331785,8.580842504,8.3234135975
"ARL5C",4.834260876,4.876291743,4.917188086,4.863924188,4.753921099,4.745056495
"ARL6",4.089156835,4.1596806785,4.2187972515,3.4488668895,3.70656322,3.3591429485
"ARL6IP1",11.31438527,11.46306803,11.45926063,11.23603951,11.35815229,11.31347164
"ARL6IP4",8.785109824,8.6902246725,8.717811927,8.749374798,8.5922405235,8.8509029435
"ARL6IP5",9.399500071,9.2097626445,8.7864573925,9.0890609875,8.9416531165,9.06166085
"ARL6IP6",6.62446347566667,6.64512463166667,6.21958909233333,6.03232146533333,6.14257326233333,6.01082075266667
"ARL8A",8.121103495,8.014004234,8.190456438,8.442310276,8.411440802,8.307583183
"ARL8B",10.290620652,10.299617924,10.2449994555,10.514265357,10.6054471015,10.5954287935
"ARL9",5.272505909,4.991690162,5.089314553,5.111720307,5.012788414,5.129235732
"ARLNC1",6.190905064,6.15464172,6.391695835,6.295347941,5.766994723,6.238727846
"ARMC1",7.9465955765,8.136888716,8.1081792385,7.4705012195,7.5168079995,7.4475963995
"ARMC10",9.633539336,9.641195909,9.8295964385,9.0759488025,9.293685482,9.2536886765
"ARMC12",4.714859038,4.644449901,4.915954255,4.797616536,4.669945374,4.664372901
"ARMC2",3.251833304,3.045085496,3.696686237,3.873292518,3.505808989,3.789487484
"ARMC3",3.387186315,3.403732895,3.628724284,3.304702437,3.790107915,3.892357711
"ARMC5",7.226081525,7.212418888,7.053621255,7.12954983,7.175728401,7.078236384
"ARMC6",7.496446171,7.165120566,7.329885275,6.791973001,6.864137801,6.542932114
"ARMC7",6.801896773,6.780281866,6.808521427,6.843565262,6.828584566,6.7845768915
"ARMC8",6.300173709,6.3462317935,6.41995519033333,6.1712373185,6.11662960083333,6.28245226466667
"ARMC9",4.93079806616667,4.989332882,4.90409578266667,4.75783427383333,4.6402326935,4.68736450083333
"ARMCX1",8.724967448,8.801330106,8.577715998,8.269802517,8.599409251,7.73540368
"ARMCX2",8.365642618,8.505034655,7.845557681,7.833789473,7.926590625,7.5485914
"ARMCX3",8.968557881,8.905767012,9.113612285,9.3057956635,9.2126320955,9.064027448
"ARMCX4",3.7544658876,3.6320054138,3.3887762344,3.3307005016,3.3767750322,3.3483625184
"ARMCX5",6.604375676,6.6318556115,6.6181780955,7.218157697,6.987342983,6.6967709625
"ARMCX6",7.828854544,7.5429597595,7.7642796825,7.636849142,7.5423933425,7.3539696515
"ARMH1",4.2515926276,4.3060192004,4.2441323748,4.323357071,4.3228435022,4.4298484076
"ARMH3",6.56429286466667,6.65462719433333,6.555685625,6.563728569,6.47690339666667,6.47008505333333
"ARMH4",2.908628303,3.0497988515,3.050944631,3.0029588305,2.9166059825,2.9454039295
"ARMT1",10.55203557,10.60513974,10.74270214,11.35532612,11.23293259,11.50467951
"ARNT",5.43326920766667,5.54395387616667,5.58612281666667,5.50887735683333,5.606781286,5.4414008095
"ARNT2",6.681351088,6.729729704,6.164646212,6.72133981,7.133815166,7.099414611
"ARPC1A",10.24472928,10.24989394,10.5662021,9.844857441,9.873392354,9.953662495
"ARPC1B",9.862608606,9.907139081,10.08806941,8.672583151,8.639323909,8.378046125
"ARPC2",11.0511858666667,11.1287967566667,10.9760742566667,10.53216552,10.5149168,10.51330272
"ARPC3",9.710573094,10.05314053,9.995894434,10.13112502,9.621602165,10.06674546
"ARPC4",8.92231278933333,8.92150948933333,8.66882102433333,8.53449935866667,8.45968525,8.44276942966667
"ARPC5",6.702231508,6.75396124125,6.8309457145,6.635797811,6.7580331065,6.6202763025
"ARPC5L",10.04286373125,10.058151716,9.8819752945,9.728671386,9.737735169,9.578976289
"ARPIN",5.72750633866667,5.66423848,5.46213844766667,5.36074884833333,5.257239587,5.41431383966667
"ARPP19",10.1154435263333,10.2044875903333,10.143532541,10.122825177,10.1177695316667,10.1063152633333
"ARPP21",3.17819746633333,2.86073720366667,3.03639916366667,3.03020959,3.079241883,3.06121212966667
"ARR3",5.989126965,5.690797165,5.717896153,5.909596532,5.844645483,5.736894733
"ARRB1",5.79092562628571,5.924812985,6.06124856914286,6.72565813957143,6.68944949971429,6.78097867257143
"ARRB2",5.796031222,5.60027539,5.582180075,5.077254738,4.938343667,5.229003803
"ARRDC1",8.168020692,8.173304141,8.325104799,8.63154241,8.325645317,8.496593509
"ARRDC1-AS1",6.534633652,6.506077229,6.202762913,6.672966568,6.241774862,6.37382088
"ARRDC2",7.132715443,7.011512212,7.115353772,7.195969389,7.163129585,7.023772926
"ARRDC3",8.078128925,7.880272756,8.018496093,8.127533162,7.83137202,7.85984337
"ARRDC3-AS1",5.562633274,5.548882149,5.637941462,5.641113913,5.251460283,5.648923969
"ARRDC4",9.023760617,9.313871663,9.186053304,8.64127259,9.109742781,8.59794924
"ARSA",5.4970235885,5.453191233,5.3808957145,5.924793459,5.727799855,5.9869495925
"ARSB",3.29634998575,3.14647564775,3.15057061675,2.820237723,2.990377717,3.014763902
"ARSD",7.042537622,7.090180160125,6.950803431375,7.586335667375,7.653605364125,7.73176047425
"ARSF",5.227911643,5.074503392,5.060962781,5.195078796,5.148195227,5.127828703
"ARSG",6.54070679,6.510871249,6.3127011,6.393051398,6.384895411,6.289540652
"ARSI",4.842690649,4.95757043,4.90507791,4.710485379,4.860198172,5.026140178
"ARSJ",6.851164193,6.485958328,6.49637024,3.826999101,4.005327569,3.798467965
"ARSK",4.63023358833333,4.53734585366667,4.61563992333333,4.464730067,4.37757130966667,4.47946456466667
"ARSL",4.085075883,4.048117883,3.985248716,4.320554986,4.25477069,4.245232424
"ART1",4.86528817066667,4.89161073266667,4.83533238466667,4.97976155833333,4.77606305666667,4.94939514933333
"ART4",5.7822798995,6.5460381385,6.6562746265,7.3407444195,7.8139201925,6.909762452
"ART5",6.058403167,6.218637817,6.243749377,6.24063533,5.958504058,6.198635141
"ARTN",5.69272547966667,5.722628234,5.557859396,5.33521355333333,5.27766266966667,5.43131225733333
"ARV1",5.179628885,5.086569078,5.0275286745,5.2295353275,5.3228378305,5.234606436
"ARVCF",6.74168584733333,6.80269171466667,6.811498629,6.631576379,6.613315961,6.600431598
"ARX",5.3142046105,5.3535665315,5.191619071,6.152402378,5.8880569205,6.119361416
"AS3MT",5.672551923,5.602978107,4.966917303,5.032972532,4.718326997,4.625880858
"ASAH1",7.3995725502,7.5909213414,7.5461805386,8.1554745568,8.2595522464,8.3268261522
"ASAH2B",5.7024472425,5.5752689875,5.5860898285,5.6630125925,5.8377446265,5.389015164
"ASAP1",6.9678086786,7.217070216,7.064005526,6.7416562806,6.7610916922,6.7452166076
"ASAP1-IT1",4.82407206,4.495501876,4.855345655,4.701787518,5.011784014,4.788169421
"ASAP1-IT2",5.371012497,5.497747791,5.620289686,5.522357029,5.547971441,5.445797774
"ASAP2",8.588045514,8.724180224,8.567721533,8.301134108,8.587933309,8.914813545
"ASAP3",5.386307006,5.415274042,5.6394752905,6.3250172575,6.252758531,6.2837477765
"ASB1",4.33583776366667,4.41097613766667,4.38985129666667,4.27584467633333,4.279836778,4.28692089233333
"ASB10",4.683503462,4.64087202366667,4.663397837,4.92380114266667,4.846888069,4.93735222966667
"ASB11",2.857008043,2.96820122,3.052352661,3.187237787,2.857008043,3.448014151
"ASB12",3.62325711,3.629096531,3.54768478,3.514528045,3.568824747,3.646214301
"ASB13",8.02599716,8.358476471,8.485088754,8.283084755,8.461435604,8.840739317
"ASB14",4.2420336445,4.2882938275,4.3775663975,4.109045086,4.3135959105,4.205093124
"ASB15",4.460745082,4.734589088,4.67779275,4.67779275,4.66740449,4.7230777
"ASB16",5.938197211,5.898039386,6.156818143,5.90206591,5.801075932,6.144787701
"ASB16-AS1",5.071101036,5.079237924,5.032335281,4.842753699,5.270851421,4.785614502
"ASB17",2.319160081,2.360544292,2.229965576,2.362401871,2.259218271,2.373949636
"ASB2",4.171821148,4.475469404,4.1821640145,4.0836297625,4.1488533235,4.191700565
"ASB3",5.545060758,5.4504293505,5.628225036,5.570289232,5.7264349655,5.4833834685
"ASB4",3.1581138618,3.2204934748,3.201148487,3.1840717202,3.1628825052,3.1412103098
"ASB6",7.81236305,7.765159043,7.800898263,7.555448866,7.621667595,7.46649549
"ASB7",7.3306705085,7.415928149,7.377919302,6.9866785515,7.0062733905,6.624746583
"ASB8",7.3487615095,7.3564490445,7.189063829,7.556682613,7.35866638,7.3241695905
"ASB9",4.68232656,4.49835029,3.516991929,2.807937429,2.888118844,3.003482046
"ASCC1",7.8317307285,7.9341992615,7.675263398,7.2416368445,7.0593746555,7.329651117
"ASCC2",6.697716101,6.784682574,6.58390521,6.591773855,6.624105607,6.255916936
"ASCC3",7.0995826765,7.192090159,7.0870902735,7.0462869315,7.195433191,7.021223924
"ASCL1",4.9753438666,4.8673602406,4.4645127614,5.9683600226,6.8335200134,6.1297006138
"ASCL2",7.124689483,7.173797255,6.973830851,7.136154452,7.0214544,6.889274758
"ASCL3",4.345188771,4.274081021,4.616269716,4.238645488,4.579077571,4.600986258
"ASCL5",4.490613147,4.478159815,4.412541554,4.711708704,4.839645628,4.577524913
"ASF1A",7.546939502,7.543712953,7.7236715005,7.300129725,7.3477777665,7.5146427965
"ASF1B",8.632476697,8.292509839,8.39321118,7.489839196,7.597565781,7.764240554
"ASGR1",4.214853192,3.918695716,4.277339132,4.216433964,4.382996613,4.351440906
"ASGR2",4.850758805,5.059595875,4.748032924,4.933423889,4.614343823,4.953623363
"ASH1L",7.58388433033333,7.458778725,7.54302688766667,7.501512842,7.598039077,7.436425506
"ASH1L-AS1",9.451081672,9.092783422,8.730420872,9.839045933,9.541038406,9.473719166
"ASH2L",8.319015057,8.171425436,8.283159944,8.044210212,8.143432707,7.961369518
"ASIC1",5.7169121035,5.7380668055,5.5892206905,5.7417202485,5.8317389455,5.7578841345
"ASIC2",3.768467719,4.007755213,3.815181307,3.929998807,3.873489108,3.988713853
"ASIC3",3.142892138,3.290679819,4.071750892,3.42112339,2.931437494,3.455262852
"ASIC4",4.315194258,4.535909954,4.481687391,4.294605506,4.391036817,4.391036817
"ASIC5",2.84455545,2.673445798,2.822062,2.880313467,2.795277251,2.858199298
"ASIP",4.82837051,4.541540305,4.564848393,4.551631424,4.232189031,4.583047656
"ASL",8.101746755,8.180660574,7.717495432,8.405649796,8.453628019,8.687227609
"ASMT",3.9174746455,3.896975569,3.9156247265,3.992632353,3.9184161435,3.950982522
"ASMTL",7.893076308,7.915454252,7.45584430733333,7.980544436,8.04747273633333,7.98794838866667
"ASMTL-AS1",5.3816859362,5.5030848464,5.3475843468,5.608088081,5.542638328,5.5999018994
"ASNS",6.183917015,6.3004459075,6.4465113745,5.861452917,5.9037845565,5.9042452305
"ASNSD1",9.53019314,9.397817067,9.462736614,9.070841205,9.505722586,9.488289377
"ASPA",4.044861547,4.011942514,3.7917031695,3.787926621,4.0148681615,4.1892908395
"ASPDH",5.534571607,5.49077444,5.458392838,5.547287183,5.264867796,5.573903272
"ASPG",5.6545340925,5.595096042,5.759130843,5.6035998745,5.6220034935,5.712972037
"ASPH",4.89682685155556,5.05912694222222,4.71428035988889,3.61193525522222,3.70075304688889,3.60674500844444
"ASPHD1",6.1400874065,6.1767281675,6.19958347,6.1593424245,5.990644406,5.973235073
"ASPHD2",4.8845352325,4.674533756,4.9670718845,4.59083396,4.5495056755,4.576385178
"ASPM",5.584992392,5.53186073566667,5.586438651,4.14038996766667,4.10326269433333,4.110174478
"ASPN",3.540766402,3.352718814,3.5550927,3.4672193895,3.4662123825,3.412670069
"ASPRV1",6.114607187,5.923712617,6.006222341,5.848376744,5.689733493,5.947758616
"ASPSCR1",6.773077298,6.775871605,6.546388841,6.624801319,6.602881853,6.64881231
"ASRGL1",6.1811693055,6.1139777545,6.2335337525,5.4051102475,5.3434216535,5.7916684345
"ASS1",11.40041679,11.10092081,11.15815729,8.340880579,8.646217559,8.257579604
"ASTE1",7.06634377,7.070665693,6.934120112,6.759586553,6.82345143,6.690692004
"ASTN1",2.423832799,2.505601966,2.488668981,2.460434044,2.562812441,2.631817902
"ASTN2",4.52458469466667,4.69556731233333,4.648073602,4.931487599,5.101491281,4.97779910066667
"ASXL1",6.76050077366667,6.62328196,6.8793466535,6.8554338895,7.09113128016667,6.6857261795
"ASXL2",5.87280576933333,5.96878185416667,5.97770967,5.90449088516667,5.7779605595,5.83902978666667
"ASXL3",3.65669768925,3.6977502795,3.69857886775,3.65564564275,3.71049566275,3.7779615535
"ASZ1",2.342593265,2.663977658,2.802076329,2.350235728,2.00883032,1.826188825
"ATAD1",7.378407962,7.762151428,7.4604470035,7.259035607,7.490709949,7.4209439745
"ATAD2",8.25005238575,8.3278024375,8.00659937375,8.091331899,7.340721361,8.14148534425
"ATAD2B",5.17950452033333,5.27030702666667,5.11350319266667,4.74471683833333,4.73154199233333,4.519569923
"ATAD3A",7.605839437,7.4378679895,7.5736284615,7.372327277,7.497868697,7.403815115
"ATAD3B",6.96988894425,6.9089176045,7.045469314,7.005223047,7.12665832775,6.99246397525
"ATAD3C",6.474530461,6.430838919,6.222649976,6.517795591,6.137144936,6.090282154
"ATAD5",4.650964659,4.813497115,4.48038346,4.545604284,4.368721087,4.474610795
"ATAT1",6.6101292105,6.509801795,6.8035736045,6.587407061,6.2662622105,6.1621102195
"ATCAY",5.397414071,5.37387255,5.37387255,5.287466808,5.418544867,5.350331029
"ATE1",5.3633144575,5.33297574525,5.45849686325,5.21477894875,5.3297140485,5.51563157975
"ATF1",8.12592656033333,8.35081059833333,8.138802746,7.93678064,8.07821045233333,7.850273691
"ATF2",6.868480921,6.750035576,6.9357050475,6.738426256,6.688804737,6.5616503085
"ATF3",7.23677656566667,7.09929950066667,7.22591181566667,8.36578777033333,7.85965555566667,7.874088797
"ATF4",11.89631643,11.91606236,11.92990438,12.24532699,12.30701145,12.20150714
"ATF5",7.1129778195,7.091247532,6.95005565275,6.99123793025,7.0893431475,7.00856681675
"ATF6",6.5933478815,6.917176694,6.694231693,7.464425512,7.53810414825,7.669190633
"ATF6B",5.90344492975,5.7321063565,5.6970588595,5.943836602,5.897691591,5.79567250275
"ATF7",6.1672515354,6.0768090562,6.0568582882,6.0438551322,5.9658197512,5.9349488792
"ATF7IP",6.9780965825,6.79839430975,6.936723416,6.966703807,7.06944021275,6.79180025175
"ATF7IP2",7.515086759,7.4625722495,7.3110891855,8.47620023,8.529255809,8.2633979445
"ATG10",5.2393330638,5.1841211164,5.1614951626,5.4072204926,5.30689215,5.2041694882
"ATG101",10.16642772,10.18813509,10.0796846,10.52210819,10.46988053,10.30977857
"ATG12",7.31640345833333,7.30666762233333,7.33277282166667,6.95322193966667,7.05748504333333,6.85460569833333
"ATG13",7.36912785833333,7.268245395,7.36540026,7.714213743,7.69903985633333,7.660373486
"ATG14",7.514085697,7.691041743,7.664725945,7.322503773,7.347943332,7.241451231
"ATG16L1",4.8699872565,4.9298531405,5.1079528195,5.088756682,5.1363449465,5.1694363575
"ATG16L2",5.348606781,4.8550633905,5.357766521,5.4133777095,5.295846365,5.406115126
"ATG2A",9.103780709,9.069770137,8.827059708,9.567454625,9.646543448,9.491593596
"ATG2B",6.018147601,6.09929822875,5.87141107175,6.182870821,6.2387104635,6.0032365425
"ATG3",6.4902834505,6.46254727,6.415107505,6.243631857,6.3180445795,6.2389157575
"ATG4A",6.724179929,6.636593233,6.975785241,6.85034943,7.083190275,6.614316691
"ATG4B",7.23853157766667,7.19737927966667,7.21661458233333,7.32261419566667,7.254831157,7.34737833566667
"ATG4C",5.365709256,5.496446687,5.580547608,5.035793086,5.182635037,4.936230334
"ATG4D",7.209897386,6.928911018,7.021994315,7.37635349,7.379340005,7.223619359
"ATG5",7.80735961233333,7.95651784566667,7.774050993,7.63267361,7.67688517066667,7.521188105
"ATG7",6.44716627925,6.47314515425,6.43791445725,6.34587762,6.23552838375,6.32684641575
"ATG9A",6.671486765,6.462677058,6.618007775,6.575102969,6.580682278,6.628380569
"ATG9B",4.2243615145,4.095871833,4.0946260015,4.1554089535,3.9016001695,4.1397000165
"ATIC",10.96289243,10.95607184,10.90270519,10.35407306,10.28047631,10.47390064
"ATL1",4.459100629,4.709585586,4.956630452,4.561458173,5.143191877,4.61760484
"ATL2",6.85443573625,7.04336358025,6.95276218775,6.547703622,6.62968551775,6.48301061275
"ATL3",6.75856099966667,6.94804353366667,6.87632093,6.69207422633333,6.87766241933333,6.87778988933333
"ATM",5.1168598674,5.0754811338,5.1293606432,5.0430175644,5.1465996196,5.1488105048
"ATMIN",7.676417897,7.64846212366667,7.67686774866667,7.632685206,7.74093789033333,7.83117450933333
"ATN1",5.80189246325,5.78401911725,5.813124398,5.86558148425,5.911195015,5.9956684445
"ATOH1",4.239370393,4.501616541,4.11583913,4.325412118,4.328758487,4.406383222
"ATOH7",4.604792212,4.824722875,4.628150982,4.60217042,4.526350393,4.604792212
"ATOH8",4.79687587533333,4.89984199866667,4.86546730533333,4.842561473,4.88087040533333,4.979405944
"ATOSA",7.3130846945,7.330057762,7.2399554665,8.065329773,8.060734994,7.9909354075
"ATOSB",6.95222874,7.045664031,6.9930446195,7.044883944,6.8906127525,6.8045877825
"ATOX1",10.56224066,10.44388614,10.34258931,10.87099938,10.60750927,10.86992243
"ATP10A",4.81110928366667,4.79236089733333,4.81913964033333,4.955210732,4.88471704566667,5.11116189133333
"ATP10B",4.1111192375,4.089313049,4.386327237,4.1565730425,4.313148311,4.4182584665
"ATP10D",4.770436348,5.017476423,4.54956667,3.100718771,2.888447532,2.975968834
"ATP11A",4.77871004083333,5.1609697745,4.99443810516667,4.30509490533333,4.43191103316667,4.38886225716667
"ATP11A-AS1",3.74305067033333,3.58884046566667,3.89976410066667,3.53832214466667,3.601997386,3.60852583133333
"ATP11B",5.48637464933333,5.6033160625,5.55632523433333,5.66969167866667,5.541374936,5.52732151483333
"ATP11C",5.4718632575,5.690656623,5.278540225,5.1165588845,5.3112057405,5.0974413625
"ATP12A",4.221992429,4.17679445,4.495864644,4.462773677,4.24431339,4.675490863
"ATP13A1",8.533468766,8.622963121,8.471875792,8.185291298,8.20541383,8.195393475
"ATP13A2",5.650474982,6.100716791,5.821416803,5.767015399,5.794439708,5.971989115
"ATP13A3",7.0906915475,6.9994926775,7.368160558,7.081540375,7.2657045575,7.2288912665
"ATP13A3-DT",4.77063718,4.825743521,4.8682009245,4.8163076405,4.9812986375,4.9459911545
"ATP13A4",3.41297919825,3.321281305,3.43611499575,3.533113424,3.40215372625,3.5722706405
"ATP13A5",4.040518971,3.9047431055,3.860946755,3.881358299,3.968322597,3.9340524595
"ATP1A1",11.25400566,11.38845225,11.51818471,11.21541853,11.29204434,11.23200219
"ATP1A1-AS1",6.5222528355,6.467716165,6.475028087,6.5173403715,6.333275725,6.3118530855
"ATP1A2",3.295351848,3.2649789645,3.3541878345,3.2387701645,3.370683996,3.229000656
"ATP1A3",3.494685297,3.370990053,3.450368817,3.394379882,3.082358528,3.486859575
"ATP1A4",3.28812448066667,3.29350297633333,3.407000745,3.291960945,3.427182833,3.36427496166667
"ATP1B1",9.836785507,10.0000074075,9.7518904265,10.0454227685,10.0341324625,10.031064233
"ATP1B2",5.154228048,5.351693248,5.3180069,5.393272103,5.304042239,5.188021722
"ATP1B3",7.34531848966667,7.34314313633333,7.246046813,7.15036029,7.32649965633333,7.239712967
"ATP1B4",2.7764652915,2.8663253265,2.7046569335,2.897584005,2.683187389,2.6501841585
"ATP23",5.9743556925,6.0756279855,5.9994960755,5.6190307295,5.816321712,5.456607389
"ATP2A1",4.305663485,4.2851141765,4.2719757265,4.22422004,4.384503137,4.1266478605
"ATP2A1-AS1",6.418391031,6.236964254,6.161135199,5.249328776,5.499194376,5.677613178
"ATP2A2",7.31723155325,7.40076664125,7.3719512805,7.51132608275,7.7930749435,7.5069555175
"ATP2A3",5.9768336174,6.1262863562,5.4408551398,6.7135456706,6.6092588918,6.7676555788
"ATP2B1",7.92933471733333,8.211093895,7.759334586,7.34664322333333,7.83959484966667,7.48713409833333
